experience_level,years_experience,employment_type,company_size,remote_ratio,benefits_score,job_description_length,skill_count
0,0,0,1,50,5.2,743,3
2,9,0,2,100,6.2,1937,4
2,5,0,2,50,8.8,1617,4
0,1,0,2,100,7.6,1219,3
1,3,0,1,100,7.5,689,5
3,16,0,2,50,6.8,2226,3
1,4,0,2,0,8.5,929,4
3,17,1,2,100,6.5,715,5
0,1,0,1,0,9.3,1643,5
1,3,0,0,50,9.3,750,5
0,0,0,2,100,6.1,1736,5
3,14,0,2,0,5.7,2191,3
2,6,0,1,50,8.2,1257,4
1,2,0,0,50,6.2,2346,3
3,18,0,0,50,9.2,776,3
0,0,0,1,0,5.4,510,5
0,0,0,1,100,7.0,796,5
2,6,0,2,100,8.4,1940,5
2,7,0,0,50,7.5,1340,5
0,1,0,1,0,9.1,2474,5
1,4,0,0,50,6.3,575,3
0,1,0,1,50,7.5,1319,5
2,9,0,1,0,6.3,2005,4
3,12,1,1,0,9.5,1369,4
3,15,0,2,0,6.9,1212,5
3,15,1,2,50,9.4,683,4
2,9,0,1,0,6.1,1135,3
2,5,0,1,50,7.4,1544,4
3,16,0,0,0,5.8,824,5
1,2,0,0,50,6.0,1350,5
2,5,1,2,0,8.5,1645,3
3,18,0,0,100,6.1,962,5
1,2,0,0,50,7.8,1201,5
1,4,0,1,50,9.9,983,4
0,0,0,0,50,6.0,881,5
3,15,0,2,50,7.3,578,3
0,1,1,1,0,9.3,1171,5
0,0,1,1,50,5.2,573,5
3,18,0,0,0,7.2,1757,4
2,8,1,2,100,7.9,2056,3
3,11,1,0,0,9.4,1883,4
1,4,0,1,50,9.2,1036,3
2,9,0,0,0,10.0,1292,5
2,8,1,0,100,7.9,503,4
1,2,0,1,50,8.3,1494,3
1,3,0,0,50,7.3,1933,4
2,5,0,0,50,8.7,944,5
0,1,0,2,100,10.0,2482,4
1,2,0,1,50,5.7,1203,5
0,1,0,2,50,8.9,903,3
2,9,0,0,100,5.1,2259,4
0,0,0,2,0,6.5,1662,4
2,5,0,2,50,6.1,2006,4
3,11,0,0,50,5.9,717,4
0,0,0,1,100,6.2,1852,5
3,11,0,1,0,5.9,2165,4
0,1,1,2,50,9.5,1415,5
3,16,1,0,50,9.7,2155,3
3,12,0,0,0,8.4,1857,3
3,12,0,1,100,5.8,632,5
3,12,0,1,100,6.6,1094,3
0,1,1,1,100,6.8,2404,3
1,3,0,1,0,5.5,1524,3
2,5,0,1,100,7.3,1182,4
0,1,0,1,50,8.1,517,5
0,1,0,0,0,8.9,1220,3
1,2,1,0,100,5.9,660,5
3,14,0,2,100,7.5,696,5
2,5,0,1,0,9.3,2363,5
2,5,1,0,0,6.4,2466,4
0,1,0,0,100,5.0,2106,3
0,1,0,0,100,7.1,1754,3
2,5,0,0,0,5.6,735,3
0,1,0,2,100,5.7,2193,4
2,7,0,2,100,9.1,2042,4
3,17,0,1,0,5.1,1929,3
2,7,1,1,0,9.6,1130,5
0,1,1,0,0,8.6,2000,4
3,17,0,1,0,7.8,1987,4
2,6,0,1,50,7.7,927,5
0,0,0,1,100,5.5,2267,5
1,2,1,2,100,8.5,811,4
1,2,1,0,100,6.5,2464,3
0,1,0,1,0,10.0,1868,5
3,13,0,2,100,9.9,1957,4
3,10,0,0,100,9.6,1336,4
1,3,1,1,0,7.4,2084,4
1,2,0,1,100,8.5,1558,4
3,12,0,2,0,8.7,2194,4
0,1,0,0,100,5.4,1687,5
2,6,0,0,50,7.1,2119,3
2,6,0,2,50,6.8,2239,4
2,5,1,0,50,8.9,639,4
1,2,0,1,100,8.2,1621,5
1,4,0,1,0,9.4,2018,3
0,0,0,0,100,8.6,2050,3
1,3,1,0,0,7.5,1326,3
1,4,0,2,0,8.5,720,4
0,0,0,0,50,7.7,2079,4
3,19,0,2,50,7.3,2164,4
3,11,0,1,100,8.7,1583,3
0,1,0,1,100,7.7,1512,4
1,3,0,0,0,7.5,1738,3
2,5,0,1,0,9.4,1475,5
0,0,1,0,100,9.8,2309,4
0,0,0,1,0,8.9,1519,3
0,1,1,1,100,7.0,1347,5
2,5,0,2,100,7.3,1203,3
3,15,0,0,50,8.5,623,5
0,0,0,1,0,5.7,1754,3
0,0,0,2,50,7.2,1746,3
1,2,0,0,50,8.0,1741,3
1,4,1,1,50,6.9,2018,3
2,5,1,2,0,5.1,786,5
2,7,0,0,100,8.5,934,3
0,0,1,0,0,7.4,2019,5
2,5,1,1,0,9.8,605,3
1,2,0,0,50,8.1,526,5
2,8,0,0,50,7.4,1684,5
2,5,0,1,0,6.2,2229,3
2,7,0,1,0,8.5,724,3
0,0,0,0,50,8.8,1518,4
1,2,0,0,50,5.8,1227,3
0,0,0,2,0,7.5,1219,5
2,6,0,2,50,8.0,1510,5
0,0,0,0,0,6.8,2471,3
0,1,0,0,0,6.9,947,3
0,0,0,0,100,7.2,2020,5
0,0,0,0,0,7.1,1106,5
0,0,1,1,0,5.1,1954,5
3,13,0,1,50,9.0,1053,4
3,10,0,1,0,6.8,591,5
3,16,0,2,100,7.0,1233,5
1,4,1,1,50,8.6,2299,4
2,6,0,1,50,6.6,989,5
1,4,1,0,0,6.0,2161,4
3,15,1,1,50,5.2,617,4
3,13,0,0,100,6.1,1143,3
2,9,0,2,50,9.9,2479,4
0,0,0,0,100,9.9,572,5
2,7,0,0,50,6.2,2048,3
1,2,0,0,100,7.2,1063,5
2,5,0,0,0,7.4,1676,5
0,0,0,0,0,5.5,1303,3
2,8,1,2,100,5.9,1673,4
0,0,0,0,100,6.8,1272,3
0,1,0,2,50,7.0,868,5
1,2,1,2,0,6.2,2216,5
3,15,1,2,50,9.4,2179,3
2,9,0,2,0,5.1,1502,4
2,7,0,0,50,7.3,1562,4
1,3,0,2,50,7.0,1604,3
3,13,0,0,100,9.9,1345,3
3,19,0,0,100,7.1,1938,5
1,3,0,0,0,5.4,1528,3
2,7,0,2,50,8.0,662,3
1,4,0,0,100,5.4,1529,5
3,16,0,0,100,5.6,871,4
2,9,0,1,0,8.8,1919,4
3,10,1,1,100,6.6,1494,3
1,2,1,1,0,7.0,1721,4
2,9,0,0,0,6.9,907,4
0,0,0,0,0,9.1,607,5
3,11,1,0,50,7.3,2337,3
1,3,0,1,50,6.9,1560,4
1,4,0,2,100,6.3,997,5
3,19,0,2,100,6.5,1945,3
2,7,0,2,0,5.7,1325,5
0,1,1,0,0,8.1,1830,5
3,19,0,2,100,9.1,1795,5
0,0,0,0,50,8.1,570,4
1,4,0,1,0,7.8,1909,4
3,17,1,1,100,8.8,1165,3
2,8,1,0,50,7.3,536,3
2,6,1,2,0,7.5,1796,4
0,0,0,2,0,9.8,2280,5
3,10,1,2,0,6.0,2055,4
2,8,1,1,100,7.5,2298,5
3,19,0,0,50,5.3,1857,5
2,5,1,2,0,9.8,2398,5
0,1,0,2,100,5.8,2438,4
1,4,0,1,50,9.0,614,4
3,18,1,1,100,8.3,2202,3
3,12,1,2,100,5.2,1213,4
3,19,1,2,100,5.8,619,3
3,14,0,0,100,8.0,519,4
3,17,0,2,50,9.7,1697,3
0,0,0,2,100,8.8,707,5
0,1,1,1,50,5.2,699,5
0,1,0,2,50,7.4,2352,5
3,16,0,0,100,8.3,2387,3
2,6,0,0,50,9.1,2211,3
3,15,0,2,100,6.8,655,3
0,0,0,1,100,7.3,1149,5
3,10,0,2,100,9.1,2410,5
3,14,0,0,100,5.2,2366,3
0,0,1,0,50,8.9,1806,5
1,2,0,2,0,5.3,538,3
1,3,1,2,50,8.5,1395,5
1,3,1,0,50,5.5,2401,3
0,0,0,0,50,8.8,1949,3
0,0,0,0,0,7.7,661,4
3,16,1,2,50,5.4,1032,4
1,4,0,0,50,8.1,2200,4
3,10,1,1,0,9.3,1065,3
3,17,1,0,50,9.1,506,3
2,5,1,0,0,9.7,2438,3
0,1,0,1,50,9.0,711,4
2,8,0,1,0,7.3,1910,5
2,5,1,1,50,6.8,1082,4
1,4,0,2,0,5.5,1835,5
1,2,0,2,100,9.7,1486,3
3,15,0,0,50,8.3,1810,4
0,1,0,0,100,5.8,894,3
1,2,0,0,0,6.6,2419,3
1,3,0,0,100,8.5,1436,3
0,0,0,1,100,5.3,1223,3
0,1,1,1,50,7.4,1892,4
1,2,0,0,100,5.2,1688,5
0,0,0,2,50,9.2,748,3
2,7,0,0,0,7.6,2464,4
1,4,0,0,100,9.0,1980,5
0,0,1,1,50,6.5,1217,4
2,7,0,2,0,9.4,2179,5
0,0,0,2,100,5.8,886,3
2,6,0,2,0,6.2,938,3
0,0,0,1,0,5.0,1653,3
3,10,0,1,0,9.9,1202,3
3,10,0,1,100,5.3,1833,3
3,14,0,1,100,7.8,815,5
0,1,0,1,0,8.5,1410,3
3,11,0,1,50,5.1,1669,4
2,9,0,2,0,7.5,998,3
3,12,1,0,0,7.5,649,5
2,6,0,2,0,6.4,843,5
2,8,0,1,0,7.9,882,5
3,19,0,1,100,6.5,986,5
0,0,1,0,50,9.1,1237,4
1,4,0,0,50,9.2,751,3
2,6,1,2,0,5.1,1323,4
1,3,0,1,100,6.9,1707,5
2,7,1,0,50,7.8,2267,4
2,9,1,0,0,9.1,1441,5
1,4,0,2,50,5.1,995,4
2,7,1,0,100,8.0,782,3
2,7,0,0,50,9.0,1419,4
3,10,0,2,0,7.1,1426,5
0,0,0,1,0,5.2,1712,4
1,3,0,2,50,9.3,524,5
0,0,0,1,0,5.2,2428,4
0,1,0,1,100,9.2,1162,3
0,0,0,0,100,6.6,1545,5
3,10,0,2,0,8.5,2210,3
0,1,0,1,50,7.2,1633,4
1,3,0,0,0,5.6,1138,4
2,5,0,2,100,6.5,1073,4
0,0,1,2,50,7.3,581,5
2,9,0,2,100,9.8,2358,3
2,5,0,1,100,6.8,1242,5
2,8,0,1,50,5.4,2273,4
0,0,0,1,50,9.4,2487,3
2,7,0,2,100,8.9,2154,5
0,1,0,0,0,8.0,1586,3
1,3,0,1,50,9.3,1238,5
1,3,0,0,100,5.4,527,5
1,2,1,1,50,6.7,1579,3
3,16,0,1,0,5.7,758,3
3,12,0,1,50,9.7,2048,4
3,12,0,0,100,10.0,2045,4
2,7,0,1,0,6.9,1184,4
1,2,0,1,50,5.1,1122,5
0,0,0,2,50,7.0,1778,5
1,3,0,2,50,9.4,1232,4
2,8,0,0,50,6.1,2400,5
0,1,0,1,0,7.7,1139,4
2,9,1,2,50,5.2,572,4
2,7,0,0,50,9.3,1109,5
1,2,0,0,50,9.2,1213,4
3,12,0,0,50,6.6,2117,3
2,6,1,2,50,9.4,1796,5
0,0,0,1,50,8.6,2329,5
2,6,0,1,50,6.5,982,5
1,2,0,0,0,7.1,1489,3
1,3,0,0,0,8.6,805,5
3,10,1,1,0,8.9,2317,4
1,2,0,1,0,6.9,1524,5
3,17,1,1,0,5.9,1873,3
3,11,1,2,0,9.4,1045,5
3,11,0,1,0,5.7,1055,4
1,3,0,1,100,6.6,1993,5
3,19,0,0,50,7.9,2210,4
3,18,1,1,50,7.9,1458,3
1,2,0,0,100,8.0,2317,4
0,1,0,0,0,9.8,1797,3
0,0,0,2,0,5.9,1475,5
1,2,0,0,50,7.6,2239,5
3,19,0,2,50,5.2,1451,3
2,6,0,1,100,8.3,509,4
0,1,0,0,50,6.4,588,4
0,1,0,2,100,8.6,1027,4
0,1,0,0,50,9.8,1980,4
1,2,0,2,0,7.4,722,5
2,5,0,2,50,5.3,2155,3
1,4,0,1,50,10.0,795,3
1,2,0,1,100,5.2,1708,3
3,14,0,1,100,6.0,1468,5
3,16,0,2,100,7.2,1694,4
2,9,0,0,0,8.8,2124,5
3,14,0,2,0,8.0,1116,4
1,4,1,0,0,6.1,868,3
3,18,0,1,50,9.9,1437,3
2,7,0,1,100,6.0,1352,3
2,8,1,1,50,8.5,1989,5
0,0,1,2,0,8.9,678,5
1,2,1,2,0,5.4,1140,4
2,7,0,2,100,6.3,646,4
3,12,1,2,50,8.6,1805,4
0,0,1,2,100,6.2,1760,3
3,10,0,1,50,9.4,1119,4
3,15,0,1,0,5.0,645,5
0,0,0,2,100,5.8,1232,4
3,12,0,1,0,6.7,1082,3
3,15,0,2,50,6.4,736,5
3,17,0,0,100,8.6,1534,5
0,0,0,2,50,7.5,877,4
1,4,0,1,50,7.9,1374,5
2,5,0,1,0,9.3,2107,5
0,0,0,2,0,6.3,530,3
2,9,1,2,0,8.5,661,4
0,1,1,0,100,9.7,1251,4
1,2,0,2,0,7.9,1148,5
1,4,1,2,100,7.9,1995,4
1,3,0,1,100,6.2,1454,3
0,1,0,0,100,9.8,1376,3
0,0,0,2,50,9.5,2265,5
3,16,0,0,100,9.9,2111,5
3,17,0,0,0,8.2,2410,4
1,4,0,2,100,8.4,2318,3
3,11,0,0,0,9.2,1074,4
0,1,0,1,0,5.7,1995,5
0,0,0,2,100,6.2,1178,4
3,14,0,0,100,6.7,2398,4
0,0,1,2,100,7.7,2241,5
3,12,0,2,0,6.9,2305,5
0,1,1,0,0,6.6,547,5
1,4,0,1,100,8.4,1765,5
3,13,0,0,0,5.8,602,5
1,4,0,1,50,7.4,1769,3
1,4,0,1,100,9.3,1020,4
2,9,0,1,0,9.5,1909,4
2,8,0,1,50,10.0,944,5
2,5,0,2,50,8.2,784,3
1,3,0,2,100,6.8,1620,5
0,0,0,0,100,9.2,1948,5
2,8,0,0,50,6.4,1065,4
1,2,1,1,0,9.9,2087,4
1,3,0,2,0,9.2,1573,3
0,1,0,0,100,6.5,1978,3
3,17,1,0,0,8.1,1665,5
3,10,0,1,50,6.9,1733,4
3,16,0,2,0,5.3,643,4
1,3,0,1,50,5.9,1490,3
3,11,0,0,50,5.1,1968,4
1,4,0,2,0,9.2,1486,4
3,15,1,1,50,6.6,1571,3
0,0,0,1,0,7.3,919,5
3,11,0,0,0,9.2,820,5
0,1,0,0,50,8.5,2248,4
0,0,1,1,50,6.8,1881,4
0,0,0,2,0,5.5,1647,3
2,6,0,1,0,9.3,1552,4
1,3,0,0,0,9.1,825,4
1,2,0,2,0,6.7,2020,5
0,0,0,2,0,6.4,928,4
0,1,0,0,50,7.9,653,5
2,8,0,2,0,7.9,1136,5
0,1,0,0,0,7.6,621,3
1,2,0,0,100,9.0,647,3
0,0,1,1,100,7.4,1307,3
2,9,1,0,0,7.0,795,3
2,6,0,0,100,5.3,2204,4
2,9,0,2,100,5.9,2499,4
1,3,0,1,100,9.7,2119,4
0,0,0,2,100,5.3,2082,5
2,9,1,1,100,9.9,1348,5
0,1,1,1,50,9.8,1513,5
2,5,0,2,100,6.3,1033,3
0,0,0,0,50,5.1,2310,3
1,3,0,1,0,6.6,606,3
3,12,0,1,0,8.1,1918,3
0,1,0,1,100,5.9,1146,4
3,19,1,1,100,9.8,1835,3
1,4,0,1,0,7.2,2257,4
3,16,1,2,100,7.4,1123,5
1,4,0,1,0,6.9,766,3
1,2,0,0,50,6.6,871,3
3,14,0,0,100,5.6,2498,5
1,3,0,0,50,6.3,2455,3
1,3,0,1,50,5.1,1755,3
2,7,0,2,50,8.8,1560,3
1,2,0,0,100,7.6,1266,3
0,1,0,2,50,8.0,546,3
3,12,1,2,50,9.3,2253,4
3,12,0,0,0,6.1,1511,5
2,7,0,2,0,9.8,1279,4
3,10,0,1,50,8.9,2138,3
2,5,1,0,100,7.4,1240,3
1,2,0,0,0,8.4,1002,3
0,1,0,1,0,7.3,581,3
0,1,1,0,100,6.0,1387,4
1,2,0,2,100,7.3,1327,3
1,4,0,2,50,8.6,2336,4
2,7,0,0,50,7.7,1649,5
2,6,0,1,50,7.8,1495,5
2,9,0,0,50,7.2,802,5
0,0,0,2,50,9.0,1539,3
0,0,0,1,0,9.3,2006,4
0,0,0,0,100,9.4,1084,5
1,4,1,2,100,6.9,1650,5
2,7,1,2,50,9.1,1761,5
3,18,0,2,0,7.8,2028,4
3,17,0,0,0,7.5,2422,3
3,11,0,2,50,7.8,1134,3
3,14,0,2,100,9.9,1296,4
3,17,0,1,100,7.9,980,3
1,2,1,0,100,7.5,860,4
1,3,0,0,100,8.6,1601,4
1,4,1,2,100,6.3,1058,5
1,4,1,1,50,7.7,1557,5
1,4,0,1,100,9.1,1129,5
1,2,1,2,0,6.0,1370,4
2,7,0,2,100,8.5,2453,4
0,0,0,2,0,8.5,1403,5
3,11,0,1,100,7.4,2489,4
0,1,0,2,50,8.0,850,4
0,0,1,2,100,5.9,1525,3
2,8,0,2,0,9.1,500,4
3,18,1,0,50,6.2,2319,5
2,9,0,1,100,6.2,2238,4
0,0,0,2,0,9.6,1351,4
2,6,0,1,50,6.7,1475,4
1,4,0,2,50,8.3,1767,5
1,2,1,2,100,8.9,1029,4
1,3,1,2,0,5.9,2253,4
1,4,0,0,100,8.0,1465,5
3,15,0,0,0,8.5,1095,3
2,9,0,0,50,5.7,748,5
0,0,0,0,100,9.9,1912,3
3,15,0,0,0,6.5,2185,3
3,16,0,1,0,7.6,1550,5
2,5,1,1,100,5.6,1893,5
1,2,0,2,50,9.4,1908,5
2,6,1,1,0,6.6,1889,5
3,16,1,2,100,6.3,552,4
2,9,1,2,0,5.4,2286,5
1,2,1,2,0,9.2,2142,4
0,0,0,1,50,6.2,2449,4
1,3,0,1,100,6.5,1757,5
2,6,0,0,0,7.3,1377,3
2,8,1,2,100,9.1,1232,4
3,15,1,0,50,6.2,1959,3
0,0,0,1,0,8.5,591,3
1,4,0,2,100,5.0,1892,3
2,7,0,1,100,7.6,1643,4
0,0,1,2,0,5.9,2074,3
0,1,0,0,50,9.6,2487,4
0,1,0,2,100,5.8,1758,3
2,9,0,0,100,9.3,948,5
1,3,0,2,50,8.1,2250,4
2,9,0,1,100,7.3,876,4
1,4,1,0,50,9.9,1360,3
2,7,0,1,50,7.8,1581,3
0,1,0,0,50,5.3,963,3
0,1,0,1,50,7.3,640,5
2,8,1,0,50,7.2,682,4
0,1,1,1,0,9.4,755,3
1,2,1,1,50,9.4,569,3
2,8,0,2,50,9.3,625,5
1,2,0,2,100,5.6,1946,4
3,18,0,0,50,7.3,709,5
3,10,0,0,100,7.4,1766,5
3,16,0,1,0,7.1,2492,3
2,6,0,0,50,5.5,854,4
3,17,0,2,50,9.6,2334,4
0,1,0,2,50,7.0,2170,4
3,11,1,2,100,7.4,812,5
2,8,0,2,100,9.9,1940,5
1,2,0,2,0,5.3,2126,3
0,1,0,1,100,8.3,2449,5
2,7,0,1,100,9.7,2274,5
3,12,0,1,50,6.0,1641,4
1,3,0,0,100,7.8,899,5
1,3,1,2,0,5.2,2302,5
1,4,0,0,50,8.5,1588,5
1,2,0,2,100,9.3,2395,4
3,18,1,1,0,8.6,1463,4
0,0,1,0,0,7.6,2428,5
3,14,0,2,50,8.7,640,5
1,2,0,2,0,7.7,1395,5
2,9,0,0,50,9.3,928,4
0,1,0,1,50,7.4,2069,3
0,1,0,0,100,7.4,954,4
2,7,0,0,50,7.4,2048,4
0,1,0,0,50,5.5,1911,3
3,11,0,1,50,5.1,1756,4
2,5,1,1,50,7.2,637,4
1,3,1,2,0,8.6,1060,5
1,4,0,1,50,7.3,2285,5
1,2,0,1,50,6.6,1495,3
0,1,0,0,50,5.1,2485,5
0,1,0,2,0,9.4,1206,4
1,3,0,2,0,9.1,2439,4
0,1,0,1,50,5.7,2349,5
1,2,0,1,100,5.3,2181,3
0,1,0,0,50,8.0,1575,4
0,0,0,0,50,8.2,1864,4
0,1,0,2,100,7.8,2240,4
0,0,1,0,50,7.1,1894,3
0,0,0,0,50,9.9,1693,5
1,4,0,2,100,8.1,573,3
1,3,0,1,0,6.6,1110,4
3,14,0,1,100,9.0,2046,5
3,12,0,2,0,8.7,1595,3
1,3,1,1,50,7.5,1338,4
1,4,0,0,50,9.9,1379,3
2,6,0,0,100,9.0,1873,4
1,2,0,2,0,8.2,817,3
3,11,1,1,0,9.6,2118,5
2,7,1,2,50,9.4,1608,4
3,13,0,1,50,5.5,2111,3
1,4,0,1,100,9.4,1565,5
2,9,0,2,50,6.2,1294,3
2,6,1,0,100,8.5,2303,3
2,9,1,2,0,6.4,1336,3
1,2,0,2,100,8.9,1279,5
2,9,0,0,0,8.2,1055,3
1,4,0,0,50,7.4,1477,5
1,4,1,0,50,8.2,1464,3
3,16,1,2,100,7.0,2253,5
1,2,0,2,100,10.0,1589,4
3,19,0,2,0,6.9,750,5
2,9,0,2,0,5.1,1539,5
1,2,1,1,0,10.0,1501,5
2,6,1,2,50,5.1,682,4
0,0,0,0,0,7.1,754,4
3,14,0,0,0,7.2,1183,4
3,16,1,1,50,8.4,1729,3
0,1,1,2,100,6.1,2143,3
1,2,0,2,50,7.7,2156,4
2,9,0,0,100,9.4,1492,5
3,10,0,2,100,5.7,1871,3
3,11,0,0,100,8.1,2489,3
0,0,0,1,0,9.3,1094,4
1,4,0,0,100,6.7,695,3
0,0,0,0,100,7.0,1187,3
1,2,0,0,0,7.1,2141,4
2,6,0,0,0,8.3,1483,5
3,13,0,1,100,9.1,1339,4
2,5,0,1,50,7.2,2378,3
0,0,0,1,50,9.8,552,4
1,3,0,0,100,8.3,1117,4
3,10,0,0,50,9.2,2393,4
0,1,0,2,50,9.3,947,5
3,10,0,0,0,6.8,730,3
3,13,1,1,100,5.7,999,4
2,8,1,0,50,5.8,732,4
1,4,0,0,0,6.0,1300,4
2,9,1,1,50,8.6,1940,5
2,5,1,1,0,5.2,2131,3
1,3,0,1,50,6.0,1728,4
1,4,0,0,50,8.7,1822,4
2,9,0,2,50,9.3,1284,4
1,2,0,2,100,9.0,1165,5
3,13,0,1,50,6.8,1613,3
3,16,0,2,50,5.9,1665,4
2,7,1,2,100,7.1,1527,5
2,5,0,1,50,6.8,2273,5
2,7,0,2,0,8.6,1669,5
0,0,0,1,100,8.8,895,3
1,2,0,1,50,9.9,870,3
0,0,0,1,100,8.4,708,3
1,4,0,2,50,5.0,2174,5
0,0,0,0,0,7.6,1415,4
1,3,0,2,50,7.8,519,3
3,14,1,2,100,8.8,2057,3
1,3,0,1,100,6.8,1449,5
3,18,1,1,0,8.5,709,4
2,6,0,2,50,8.3,1733,3
1,2,0,1,100,6.5,2252,4
0,0,1,1,100,8.9,1405,4
3,18,1,2,50,5.3,814,3
1,3,0,0,100,8.5,509,5
2,6,0,1,0,6.9,1263,3
0,0,0,1,0,5.1,2342,4
1,2,0,2,0,8.0,2254,5
0,0,0,0,0,7.2,770,3
0,0,0,0,50,5.3,621,4
1,3,1,0,50,8.7,1704,5
1,2,1,0,0,8.4,1036,3
0,1,0,1,50,5.4,1472,3
2,8,0,1,0,8.0,1133,3
0,0,0,0,0,8.0,946,5
2,8,1,2,0,5.4,2208,4
3,15,0,1,100,6.9,1983,5
0,0,0,2,0,5.3,552,4
2,9,0,1,50,9.7,889,4
0,1,1,2,100,8.8,1104,4
3,19,1,2,100,6.4,594,3
1,2,1,0,0,6.1,1704,3
2,6,0,0,50,5.1,1941,3
1,4,1,2,100,5.5,943,4
0,0,0,0,100,9.5,2404,5
2,8,0,1,100,6.0,2131,3
3,18,1,2,50,8.8,2084,4
2,6,0,1,0,7.4,1265,4
0,0,1,1,0,5.2,2461,5
0,1,0,1,100,6.7,1739,5
1,2,0,1,100,5.8,1848,3
2,8,0,2,0,8.2,2384,3
3,19,0,1,100,9.8,1452,3
0,1,0,0,50,9.4,1466,3
3,18,0,0,100,9.1,2018,4
3,13,0,1,100,6.3,927,3
2,5,0,0,0,8.1,1389,4
1,4,1,0,100,5.3,1931,5
3,12,0,2,100,6.0,1810,5
2,9,0,1,50,9.8,2320,3
2,9,0,0,100,8.7,761,5
2,7,1,1,50,6.6,1355,3
1,3,0,2,50,9.1,1245,4
1,4,0,0,100,6.5,2372,3
3,15,0,2,100,8.3,1637,4
0,1,0,2,0,9.6,2473,3
2,5,0,2,50,7.3,2029,3
3,14,0,0,0,6.7,658,3
2,7,0,2,0,6.1,1264,4
0,0,0,2,100,9.9,2274,5
2,8,0,0,100,6.1,1890,4
3,11,0,0,50,8.0,1238,3
3,15,1,2,50,9.9,1513,4
0,0,0,1,100,5.4,1500,4
0,0,0,1,50,6.7,1335,5
1,3,0,0,100,7.0,528,4
3,19,0,2,0,9.6,1189,3
1,2,0,0,0,8.3,929,5
2,9,0,0,0,8.3,1791,4
3,11,1,0,50,9.2,2195,4
1,2,0,2,0,6.4,2090,5
3,14,0,1,100,9.8,2288,3
2,6,0,1,50,8.6,954,4
1,3,0,2,0,7.5,791,4
2,7,0,1,50,7.3,538,4
3,17,1,1,50,6.8,543,5
1,4,0,0,50,5.4,1075,5
0,1,0,0,100,5.1,1390,3
1,4,0,2,50,7.1,1062,5
1,3,0,0,50,5.7,1832,5
3,10,1,0,100,8.2,585,4
0,1,0,2,0,9.6,1819,5
1,4,0,0,0,6.4,679,3
2,8,0,0,100,5.1,2226,5
0,1,0,0,100,9.2,756,4
0,0,0,0,100,9.7,1821,3
2,8,0,1,0,9.7,2353,3
3,11,0,1,0,6.7,2147,4
3,13,0,2,100,5.4,1224,5
3,18,0,0,50,8.5,1208,5
0,0,1,0,0,10.0,605,4
2,6,0,2,100,7.8,2322,3
1,2,0,0,0,8.7,1857,5
0,0,1,1,0,7.8,1047,5
2,5,0,2,50,9.2,1924,4
0,1,0,2,50,8.3,1234,4
3,13,0,2,0,7.5,2007,3
1,3,0,1,50,5.9,939,5
1,4,0,1,50,7.6,1904,3
3,11,1,1,0,6.4,2299,3
1,3,0,1,0,6.8,1125,4
0,0,0,1,100,9.2,944,4
3,19,0,1,50,8.4,827,5
0,1,1,0,50,5.5,2108,3
2,6,0,0,100,7.7,659,5
0,0,0,0,0,5.4,1634,5
1,2,0,1,50,6.3,1403,3
3,14,0,0,100,7.9,1573,3
0,1,0,2,0,8.0,1367,3
2,9,0,0,0,7.8,1097,5
3,14,1,1,0,7.6,812,4
1,4,1,1,100,5.2,789,5
2,8,0,2,0,6.2,2065,4
1,2,1,2,100,8.9,1633,4
1,3,0,1,50,5.4,958,3
0,1,1,2,50,6.5,694,5
3,13,1,0,100,9.4,618,3
1,4,0,2,50,5.7,622,5
3,13,1,2,0,8.6,2187,4
3,17,0,0,50,7.2,1607,5
0,0,0,0,100,9.1,618,5
2,5,0,1,100,9.5,1718,5
3,19,0,0,0,5.6,867,5
3,14,0,0,100,9.7,1616,5
2,5,1,1,0,5.5,2263,5
0,1,0,2,50,5.5,1649,4
0,1,1,2,50,6.7,1345,4
1,3,0,2,50,5.1,1305,4
1,3,0,0,0,5.2,1657,4
0,1,0,2,50,7.8,1092,5
3,11,0,0,100,6.1,1591,5
2,6,0,2,100,9.3,1919,4
0,0,0,1,50,5.7,1662,3
1,2,1,1,0,9.9,2073,3
3,13,0,1,0,6.8,922,4
3,11,0,0,50,5.3,1369,3
2,7,0,0,0,5.2,2259,4
1,3,0,1,100,6.1,1656,4
3,16,1,2,50,6.0,1649,3
0,0,0,1,50,6.6,1555,5
0,0,0,2,50,5.9,2062,3
1,4,0,2,100,5.4,1380,3
3,14,0,0,0,9.8,1202,3
3,18,0,0,50,8.0,2460,5
1,4,0,2,0,8.1,1932,3
1,2,0,0,0,8.3,2134,5
0,0,0,0,100,6.4,665,3
2,8,0,2,0,8.1,537,5
2,5,1,0,100,8.8,1750,3
3,19,0,1,50,8.8,572,5
3,13,0,0,0,7.4,2117,5
3,15,1,0,50,8.6,1179,5
0,1,0,0,50,7.6,840,3
1,2,1,1,50,6.1,1242,5
3,19,0,0,50,9.8,1762,3
0,1,0,1,100,8.9,2324,4
0,0,0,1,100,5.4,1109,5
1,2,0,2,0,7.3,957,5
1,4,0,1,0,8.1,2061,4
2,7,0,0,100,8.8,1404,5
1,4,0,1,50,6.0,1908,5
3,15,1,0,0,9.5,2342,5
0,0,1,1,100,5.3,661,5
2,5,0,2,0,10.0,2182,3
3,16,0,1,0,5.5,1398,3
3,17,0,1,0,7.9,2289,5
3,10,0,2,0,6.9,2037,3
